@CWAVERAGERATING,@CWTOTALCOMMENT,@PROCESSIDENTIFIER,@MATURITYLEVEL,@CANDIDATE,@ALTERNATENAME,@SPLITNAME,@FRAMEWORXSTATUS,@CANDIDATEMANDATORY,@CANDIDATEEXPLANATORY,@UNIQUEIDENTIFIER,@NAME,@NOTESFROMPREVIOUSDEVELOPMENT,@CANDIDATEOPTIONAL,@BRIEFDESCRIPTION,@SPECIFICATION,@EXPLANATORY,@TYPE,@DELETEDPROCESS,@DATEVALIDATED,@WHENCREATED,@MANDATORY,@OPTIONAL,@VALIDATED,@EXPORTFLAG,@NEWPROCESSIDENTIFIER,@SORTID,@TEMPLATE,@WHENUPDATED,@REFERENCES,@NOTE,@ETOMPROCESSCONTEXT,@DESCRIPTION,@INTERACTION,@CANDIDATEINTERACTIONS,@EHEALTHDESCRIPTION,@EHEALTHNAME,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
0.0,0.0,1.1.1.4.2,6c6a1773598011df88790026b9bf6441,0,1.9.1 Qualify Opportunity,Qualify Opportunity,b4509c908eca11e5bf18002590713bc0,"Qualify Opportunity process must qualify any opportunity in terms of any associated risk, and the amount of effort required to achieve a sale. The resources, financing and potential on-going customer commitment to the developed solution are all factors that must be assessed.  These processes also need to assess the strategic importance of the opportunity, the potential for wider application, and the importance of the specific customer to the enterprise. The solution alternatives must be available (e.g. capacity) or scheduled on a product roadmap","This process is more important where the product is not mass produced.  Typically it only applies to product either wholly, or partially, bespoke.",760018b5cb2b11db9435000e3573f0d3,Qualify Selling Opportunity,,"The opportunity is explored with the customer to ensure the offer meets the customer’s expectations, and to ensure that the breadth of the customer requirement is understood.  The opportunity may require the development of alternative solutions or customization to the specific customer’s requirements.",Ensure that a sales prospect is qualified in terms of any associated risk and the amount of effort required to achieve a sale.,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,1.1.9.1,01.01.09.01,0,2017-07-13T20:11:56,eTOM team elaboration,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","Qualify Selling Opportunity process ensures that a sales prospect is qualified in terms of any associated risk, and the amount of effort required, such as to prepare a response to a Request for Proposal [RFP]) to achieve a sale. The opportunity is explored with a sales prospect to ensure the offer meets a prospect’s expectations, and to ensure that the breadth of a prospect's requirements is understood. 

Extended interactions with a prospect may be required to achieve mutual understanding and agreement.  The opportunity may require the development of alternative solutions or customization to the specific prospect’s requirements. The Qualify Opportunity process is responsible for assessing the size of the potential development and its risk.  The resources, financing and potential on-going prospect commitment to the developed solution are all factors that must be assessed.

This process also assesses the strategic importance of the opportunity, the potential for wider application, and the importance of the specific prospect to the enterprise. The solution alternatives must be available, such as capacity, or scheduled on a product offering roadmap.",Reserved for future use.,Extended interactions with the customer may be required to achieve mutual understanding and agreement.,Ensure that the opportunity is qualified in terms of any associated risk and the amount of effort required to achieve a treatment.,Qualify Opportunity,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.1.4.1.3(This Process ID has been deliberately unused!),23e9577d4cf511e39beff81a67018365,0,Receive PO & Issue Orders (Deleted),Receive PO & Issue Orders (Deleted),,Deleted,Deleted,760018b6cb2b11db9435000e3573f0d3,Receive PO & Issue Orders (Deleted),"Brief Description:
Validate Purchase Order received and issue correct and complete service orders to be completed

Description:
This process is responsible for validating the Purchase Order received and issuing correct and complete service orders to be completed.",Deleted,Deleted,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:27,,,,Deleted,Reserved for future use.,Deleted,eHealth:,eHealth:  Receive PO & Issue Orders (Deleted),ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.1.1.5.7,6c6a1773598011df88790026b9bf6441,0,3.3.7 Report Customer Order Handling,Report Customer Order Handling,b4509c908eca11e5bf18002590713bc0,"The objective of the Report Customer Order Handling processes is to monitor the status of customer orders, provide notifications of any changes and provide management reports. These processes are responsible for continuously monitoring the status of customer orders and managing notifications to processes and other parties registered to receive notifications of any status changes. Notification lists are managed and maintained by the Support Order Handling processes.",Reserved for future use.,760018b7cb2b11db9435000e3573f0d3,Report Customer Order Management,,"These processes record, analyze and assess the customer order status changes to provide management reports and any specialized summaries of the efficiency and effectiveness of the overall Order Handling process. These specialized summaries could be specific reports required by specific customers.","Monitor the status of customer orders, provide notifications of any changes and provide management reports.",,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,1.3.3.6,01.03.03.06,0,2022-06-03T11:18:51,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The objective of the Report Customer Order Management processes is to monitor the status of customer orders, provide notifications of any changes and provide management reports. These processes are responsible for continuously monitoring the status of customer orders and managing notifications to processes and other parties registered to receive notifications of any status changes. Notification lists are managed and maintained by the Support Order Handling processes. These processes record, analyze and assess the customer order status changes to provide management reports and any specialized summaries of the efficiency and effectiveness of the overall Order Handling process. These specialized summaries could be specific reports required by specific customers.
Was named Report Customer Order Handling",Reserved for future use.,Enterprise Sales,"Monitor the status of patient treatment orders, provide notifications of any changes and provide management reports.",Report Patient Treatrment  Order Handling,ADMIN,ADMIN,ATALMOR,,,
0.0,0.0,1.1.1.5.4,6c6a1773598011df88790026b9bf6441,0,3.3.4 Track & Manage Customer Order Handling,Track & Manage Customer Order Handling,b4509c908eca11e5bf18002590713bc0,"The objective of the Track & Manage Customer Order Handling processes is to ensure customer provisioning activities are assigned, managed and tracked efficiently to meet the agreed committed availability date.",Reserved for future use.,760018b8cb2b11db9435000e3573f0d3,Track & Manage Customer Order Handling (Deleted),,"Responsibilities of these processes include, but are not limited to:
· Scheduling, assigning and coordinating customer provisioning related activities;
· Generating the respective service order creation request(s) to Issue Service Orders based on specific customer orders;
· Escalating status of customer orders in accordance with local policy;
· Undertaking necessary tracking of the execution process;
· Adding additional information to an existing customer order;
· Modifying information in an existing customer order;
· Modifying the customer order status;
· Canceling a customer order when the initiating sales request is cancelled;
· Monitoring the jeopardy status of customer orders, and escalating customer orders as necessary; and
· Indicating completion of a customer order by modifying the customer order status. 
Note that some specific product components may be delivered directly by suppliers/partners.  In these cases the Track & Manage Customer Order Handling process is responsible for initiating requests, through S/P Requisition Management for the delivery by the supplier/partner of the specific product components.",,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,1.3.3.3 (This Process ID has been deliberately unused!),01.03.03.03,0,2019-06-19T18:37:50,"TOM 2.1
Rosetta Net Overview, Clusters, Segments and PIPs.",,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",,Reserved for future use.,Enterprise sales Order staff,"Ensure customer provisioning activities are assigned, managed and tracked efficiently to meet the agreed committed availability date",Track & Manage Patient Treatment Order Handling,ADMIN,ADMIN,ATALMOR,,,
0.0,0.0,1.2.1.4.1,6c6a1773598011df88790026b9bf6441,0,1.4.1 Define Marketing Capability Requirements,Define Marketing Capability Requirements,,Deleted,Deleted,760018e9cb2b11db9435000e3573f0d3,Define Marketing Capability Requirements[DELETED],,Deleted,Deleted,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:14,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,Define and agree the marketing infrastructure capability requirements,Define Marketing Capability Requirements,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.1.4,6c6a1773598011df88790026b9bf6441,0,1.4 Marketing Capability Delivery,Marketing Capability Delivery,,Deleted,Deleted,760018eccb2b11db9435000e3573f0d3,Marketing Capability Delivery[DELETED],,Deleted,Deleted,,Reserved for future use.,7001e89fcb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:23,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,Manage the delivery and build of new or changed market capabilities or patient-related capabilities.,Marketing Capability Delivery,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.1.3.1,6c6a1773598011df88790026b9bf6441,0,2.2.1 Define Product Capability Requirements,Define Product Capability Requirements,b4509c908eca11e5bf18002590713bc0,"The Define Product Capability Requirements processes define and obtain agreement to the detailed infrastructure requirements to support the product portfolio and individual product plans. Product infrastructure requirements to support new product initiatives in the PLM vertical are captured in this process, as well as any product infrastructure requirements needed to support the specific offers being made to customers through the sales channels. These processes also identify the service infrastructure capabilities required to deliver the product infrastructure. The processes include any cross-enterprise co-ordination and management functions to ensure that the requirements capture the needs of all stakeholders.",Reserved for future use.,760018eecb2b11db9435000e3573f0d3,Define Product Capability Requirements,,Reserved for future use.,Define and obtain agreement to the detailed infrastructure requirements to support the product portfolio and individual product plans,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,1.2.2.1,01.02.02.01,0,2020-05-28T10:34:34,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The Define Product Capability Requirements processes define and obtain agreement to the detailed infrastructure requirements to support the product portfolio and individual product plans. Product infrastructure requirements to support new product initiatives for the product lifecycle management are captured in this process, as well as any product infrastructure requirements needed to support the specific offers being made to customers through the sales channels. These processes also identify the service infrastructure capabilities required to deliver the product infrastructure. The processes include any  interaction with cross-enterprise co-ordination and management functions to ensure that the requirements capture the needs of all stakeholders.
These processes provide input into the requirements capture processes in the Service and Party Offering Development & Retirement processes, and potentially the Resource, horizontal process groupings.",Reserved for future use.,"These processes provide input into the requirements capture processes in the Service and Supply Chain, and potentially the Resource, horizontal process groupings.",Define and obtain agreement to the detailed infrastructure requirements to support the medical treatment portfolio and individual medical treatment plans,Define Treatment Capability Requirements,ADMIN,ADMIN,ATALMOR,,,
0.0,0.0,1.2.1.7.1,6c6a1773598011df88790026b9bf6441,0,1.6.1 Define Product Marketing Promotion Strategy,Define Product Marketing Promotion Strategy,,Deleted,Deleted,760018f2cb2b11db9435000e3573f0d3,Define Product Marketing Promotion Strategy[DELETED],,Deleted,Deleted,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:14,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,Defines the specific communications and promotions strategy to be used for positioning the treatment ethod in the marketplace,Define Treatment Marketing Promotion Strategy,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.1.7,6c6a1773598011df88790026b9bf6441,0,1.6 Product Marketing Communications & Promotion,Product Marketing Communications & Promotion,,Deleted,Deleted,760018f5cb2b11db9435000e3573f0d3,Product Marketing Communications & Promotion[DELETED],,Deleted,Deleted,,Reserved for future use.,7001e89fcb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:26,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,"Develop and manage communications to the market, prospective and existing patients.",Medical Treatment  Marketing Communications & Promotion,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.3.1.4,6c6a1773598011df88790026b9bf6441,0,5.1.4 Define Resource Support Strategies,Define Resource Support Strategies,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,760018f7cb2b11db9435000e3573f0d3,Define Resource Support Strategies,,Reserved for future use.,"Define the principles, policies and performance standards for the operational organization providing resource support",,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,1.5.1.4,01.05.01.04,0,2017-07-13T20:12:35,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The Define Resource Support Strategies processes define the principles, policies and performance standards for the operational organization providing resource support. Over time requirements for service levels and quality on existing resources change and operational challenges are introduced by new resources. These processes define the targets, and operational requirements, in this changing environment. The required performance standards are driven by community and regulatory expectations, internal process and technology capabilities and competitive offerings. A major input to these processes arises from the Gather & Analyze Resource Information processes, and from the product portfolio, resource strategy and market strategy processes. These processes also provide the feedback point from analyses undertaken in the Resource Management & Operations processes to determine bottlenecks and problems associated with existing resource operational support activities.",Reserved for future use.,Reserved for future use.,"Define the principles, policies and performance standards for the operational organization providing resource support",Define Resource Support Strategies,ADMIN,ADMIN,DFREED,,,
0.0,0.0,Not Applicable,6c6a1773598011df88790026b9bf6441,0,Strategy & Commit,Strategy & Commit,,Deleted,Deleted,760018f8cb2b11db9435000e3573f0d3,Strategy & Commit (deleted),,Deleted,Deleted,,Reserved for future use.,7001e8a5cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2020-05-23T10:39:34,,,"This and other ""vertical"" Level 1 process elements are included for completeness, but note that these Level 1s are not strictly part of the decomposition hierarchy, as the hierarchy instead employs the ""horizontal"" Level 1 process elements. These ""vertical"" Level 1 process elements should therefore be viewed as ancillary views or arrangements of the associated Level 2 process elements, provided for information only, as ""overlays"" on the actual process hierarchy.",Deleted,Reserved for future use.,Deleted,,,ADMIN,ADMIN,ATALMOR,,,
0.0,0.0,1.2.3.1,6c6a1773598011df88790026b9bf6441,0,5.1 Resource Strategy & Planning,Resource Strategy & Planning,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,760018fbcb2b11db9435000e3573f0d3,Resource Strategy & Planning,,Reserved for future use.,"Develop resource strategies, policies and plans for the enterprise, based on the long-term business, market, product and service directions of the enterprise.",,Reserved for future use.,7001e89fcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:09,Reserved for future use.,Reserved for future use.,0,0,1.5.1,01.05.01,0,2020-05-28T10:34:35,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","Resource Strategy & Planning processes develop resource strategies, policies and plans for the enterprise, based on the long-term business, market, product and service directions of the enterprise  These processes understand the capabilities of the existing enterprise infrastructure, capture the requirements on the infrastructure based on market, product and service strategies of the enterprise’, manage the capabilities of the suppliers and partners to develop and deliver new resource capabilities, and define the way that new or enhanced infrastructure may be deployed. 
Research & analysis is performed to determine resource targets as well as strategies to reach the defined targets.  This research may be obtained from the external market and resource suppliers and partners, or developed internally through research programs and activities, or leverage of other internal knowledge, such as marketing data.  A key input to the resource strategy arises from the enterprise’s market, product portfolio and service strategy and forecasts. The latter may include AI based predictions towards resource requirements. A focus is placed on the expansion of the existing resource capabilities and the identification of new resource capabilities required.  
These processes deliver and develop annual and multi-year resource plans in support of services, products and offers that include volume forecasts, negotiation for required levels of resources, gaining resource development and management as well as supply chain commitment and executive approval for the plans. In addition, the processes may also develop more short-term resource plans in order to optimize near-term balance between supply and demand of resources.
Forecasting of resource demand, and capturing of new opportunities, are both essential to ensure that the enterprise can construct and implement the resources necessary for the future needs of their customers and potential customers.
These processes define the resource implementation standards sought, key new resource capabilities required, resource support levels and approaches required, resource design elements to be developed, as well as resource cost parameters and targets. These processes also define the policies relating to technical resources and their implementation.",Reserved for future use.,Reserved for future use.,"Develop resource strategies, policies and plans for the hc payment, based on the long-term medical, market, treatment method and service directions of the hc provider.",Resource Strategy & Planning,ADMIN,ADMIN,ATALMOR,,,
0.0,0.0,1.2.2.1.4,6c6a1773598011df88790026b9bf6441,0,4.1.4 Define Service Support Strategies,Define Service Support Strategies,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,760018fdcb2b11db9435000e3573f0d3,Define Service Support Strategies,,Reserved for future use.,"Define the principles, policies and performance standards for the operational organization providing service support",,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,1.4.1.4,01.04.01.04,0,2017-07-13T20:12:24,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The Define Service Support Strategies processes define the principles, policies and performance standards for the operational organization providing service support. Over time, the requirements for service levels and service quality on existing services, and the challenges introduced by new services require changes to the support requirements. These processes define the targets, and operational requirements, in this changing environment. The required performance standards are driven by community expectations, internal process and technology capabilities and competitive offerings. A major input to these processes arises from the Gather & Analyze Service Information processes, and from the product portfolio, resource strategy and market strategy processes. These processes also provide the feedback point from analyses undertaken in the Service Management & Operations process to determine bottlenecks and problems associated with existing service support activities.",Reserved for future use.,Reserved for future use.,"Define the principles, policies and performance standards for the operational organization providing service support",Define Service Support Strategies,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.2.1,6c6a1773598011df88790026b9bf6441,0,4.1 Service Strategy & Planning,Service Strategy & Planning,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,76001900cb2b11db9435000e3573f0d3,Service Strategy & Planning,,Reserved for future use.,"Enable the development of a strategic view and a multi-year business plan for the enterprise’s services and service directions, and the parties who will supply the required services.",,Reserved for future use.,7001e89fcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,1.4.1,01.04.01,0,2017-07-13T20:12:24,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","Service Strategy & Planning processes enable the development of a strategic view and a multi-year business plan for the enterprise’s services and service directions, and the parties who will supply the required services. Research & analysis is performed to determine service targets as well as strategies to reach the defined targets. This research may be obtained from the external market, or developed internally through research programs and activities, or leverage of other internal knowledge. A key input to the service strategy arises from the enterprise’s market and product portfolio strategy and forecasts. A focus is placed on the expansion of the existing service capabilities and the identification of new service capabilities required.
These processes deliver and develop annual and multi-year service plans in support of products and offers that include volume forecasts, negotiation for required levels of resources, gaining service development and management as well as supply chain commitment and executive approval for the plans.
Forecasting of service demand, and capturing of new opportunities, are both essential to ensure that the enterprise can implement the services necessary for the future needs of their customers and potential customers.
These processes define the service standards sought, key new service capabilities required, service support levels and approaches required, service design elements to be developed, as well as service cost parameters and targets. These processes also define the policies relating to technical services and their implementation.",Reserved for future use.,Reserved for future use.,"Enable the development of a strategic view and a multi-year business plan for the hc provider’s services and service directions, and the parties who will supply the required services.",Service Strategy & Planning,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.4.1.2.3(This Process ID has been deliberately unused!),23e9577d4cf511e39beff81a67018365,0,Define Supply Chain Support Strategies[deleted],Define Supply Chain Support Strategies,,Deleted,Deleted,76001902cb2b11db9435000e3573f0d3,Define Supply Chain Support Strategies[deleted],,Deleted,Deleted,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:15,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,"Define the principles, policies and performance standards for the operational organization providing supply chain management support",Define Supply Chain Support Strategies,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.4(This Process ID has been deliberately unused!),23e9577d4cf511e39beff81a67018365,0,Supply Chain Development & Management[deleted],Supply Chain Development & Management,,Deleted,Deleted,76001904cb2b11db9435000e3573f0d3,Supply Chain Development & Management[deleted],,Deleted,Deleted,,Reserved for future use.,7001e8a5cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:29,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,,Supply Chain Development & Management,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.4.1(This Process ID has been deliberately unused!),23e9577d4cf511e39beff81a67018365,0,Supply Chain Strategy & Planning[deleted],Supply Chain Strategy & Planning,,Deleted,Deleted,76001906cb2b11db9435000e3573f0d3,Supply Chain Strategy & Planning[deleted],,Deleted,Deleted,,Reserved for future use.,7001e89fcb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:29,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,Develop the Supply Chain strategies and policies of the hc provider.,Supply Chain Strategy & Planning,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.1.4.3,6c6a1773598011df88790026b9bf6441,0,1.4.3 Deliver Marketing Infrastructure,Deliver Marketing Infrastructure,,Deleted,Deleted,76001908cb2b11db9435000e3573f0d3,Deliver Marketing Infrastructure[DELETED],,Deleted,Deleted,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:15,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,Manage the coordinated delivery of all marketing infrastructure deliverables across the hc provider,Deliver Marketing Infrastructure,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.1.3.4,6c6a1773598011df88790026b9bf6441,0,2.2.4 Deliver Product Capability,Deliver Product Capability,b4509c908eca11e5bf18002590713bc0,The Deliver Product Capability processes ensure the co-coordinated delivery in line with the approved business case of all required product infrastructure capabilities for that business case across the enterprise.," This is predominantly a program/project management function, with the detailed management of individual infrastructure component delivery managed through separate processes. The processes track and ensure that the business case cost parameters are met, and anticipated benefits and ongoing operational costs are likely to be achieved.",7600190ccb2b11db9435000e3573f0d3,Deliver Product Capability,,Reserved for future use.,Manage the co-coordinated delivery in line with the approved business case of all required product infrastructure capabilities for that business case across the enterprise,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,1.2.2.4,01.02.02.04,0,2017-07-13T20:12:00,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The Deliver Product Capability processes ensure the co-coordinated delivery in line with the approved business case of all required product infrastructure capabilities for that business case across the enterprise. It is predominantly a program/project management function, with the detailed management of individual infrastructure component delivery managed through separate processes. The processes track and ensure that the business case cost parameters are met, and anticipated benefits and ongoing operational costs are likely to be achieved",Reserved for future use.,Reserved for future use.,Manage the co-coordinated delivery in line with the approved business case of all required medical treatment infrastructure capabilities for that medical business case across the hc provider,Deliver Treatment Capability,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.2.3.2.4,6c6a1773598011df88790026b9bf6441,0,5.2.4 Design Resource Capabilities,Design Resource Capabilities,b4509c908eca11e5bf18002590713bc0,"The Design Resource Capabilities processes manage the design of the resource infrastructure to meet the requirements in any approved investment proposals. These processes ensure the collation and coordination of requirements from all approved investment proposals, assess the most appropriate resource infrastructure, develop the tactical/solution architecture and design specifications to be used to build or source the necessary resource infrastructure components, and select the most appropriate resource infrastructure suppliers/partners to support the resource requirements.",A key element of the overall design is the integration approach between the existing legacy resource infrastructure and any proposed new resource infrastructure. This integration design is managed within the architecture and specification processes.,76001910cb2b11db9435000e3573f0d3,Design Resource Capabilities,,Reserved for future use.,Manage the design of the resource infrastructure to meet the requirements in any approved investment proposals.,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,1.5.2.4,01.05.02.04,0,2022-06-03T11:17:54,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The Design Resource Capabilities processes manage the design of the resource infrastructure to meet the requirements in any approved investment proposals. These processes ensure the collation and coordination of requirements from all approved investment proposals, assess the most appropriate resource infrastructure, develop the tactical/solution architecture and design specifications to be used to build or source the necessary resource infrastructure components, and select the most appropriate resource infrastructure other parties to support the resource requirements. A key element of the overall design is the integration approach between the existing legacy resource infrastructure and any proposed new resource infrastructure. This integration design is managed within the architecture and specification processes.
Note that the actual management of the sourcing process is handled within the Party Offering Development & Retirement processes.",Reserved for future use.,Note that the actual management of the sourcing process is handled within the Supply Chain Development & Management processes.,Manage the design of the resource infrastructure to meet the requirements in any approved investment proposals.,Design Resource Capabilities,ADMIN,ADMIN,ATALMOR,,,
0.0,0.0,1.2.2.2.4,6c6a1773598011df88790026b9bf6441,0,4.2.4 Design Service Capabilities,Design Service Capabilities,b4509c908eca11e5bf18002590713bc0,"The Design Service Capabilities processes manage the design of the service infrastructure to meet the requirements in any approved investment proposals approved through the Gain Service Capability Investment Approval processes. These processes ensure the collation and coordination of requirements from all approved investment proposals, assess the most appropriate service infrastructure, develop the tactical/solution architecture and design specifications to be used to build or source the necessary service infrastructure components, and select the most appropriate service infrastructure suppliers/partners to support the service requirements.",Reserved for future use.,76001914cb2b11db9435000e3573f0d3,Design Service Capabilities,,Reserved for future use.,Manage the design of the service infrastructure to meet the requirements in any approved investment proposals.,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2007-03-05T10:09:10,Reserved for future use.,Reserved for future use.,0,0,1.4.2.4,01.04.02.04,0,2017-07-13T20:12:26,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.","The Design Service Capabilities processes manage the design of the service infrastructure to meet the requirements in any approved investment proposals approved through the Gain Service Capability Investment Approval processes. These processes ensure the collation and coordination of requirements from all approved investment proposals, assess the most appropriate service infrastructure, develop the tactical/solution architecture and design specifications to be used to build or source the necessary service infrastructure components, and select the most appropriate service infrastructure other parties to support the service requirements.
Note that the actual management of the sourcing process is handled within the Engaged Party domains",Reserved for future use.,Note that the actual management of the sourcing process is handled within the Supply Chain Development & Management processes.,Manage the design of the service infrastructure to meet the requirements in any approved investment proposals.,Design Service Capabilities,ADMIN,ADMIN,DFREED,,,
