@BUSINESSVALUE,@DATEVALIDATED,@GID,@WHENCREATED,@TYPE,@GROUP,@CWTOTALCOMMENT,@ALTFRAMEWORXMETRICID,@MATURITY,@EGID,@SORTID,@UNITS,@NAME,@CWAVERAGERATING,@EXPORTFLAG,@TEMPLATE,@ENTRYDATE,@VALIDATED,@DESCRIPTION,@CATEGORY1,@WHENUPDATED,@CATEGORY2,@BUSINESSVALUE_MLT,@BUSINESSOBJECTS,@UNIQUEIDENTIFIER,@TXTFORMULA,@CATEGORY3,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,1899-12-30T00:00:00,281,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Vendor Outstanding Issues,539bcd16309111e880d4000d3a02ed0d,5.4.2.8,1266,,1266,0.0,0,0,2015-06-15T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,,202b9e6941a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,282,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Vendor Switching Cost,539bcd16309111e880d4000d3a02ed0d,5.4.2.9,1267,,1267,0.0,0,0,2015-06-15T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,,202b9e6a41a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,283,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Days Vendor Switching Time,539bcd16309111e880d4000d3a02ed0d,5.4.2.10,1268,,1268,0.0,0,0,2015-06-15T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,,202b9e6b41a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,285,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"# Days Average Contract Negotiation Time, By Vendor",539bcd16309111e880d4000d3a02ed0d,5.4.2.12,1270,,1270,0.0,0,0,2015-06-15T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,,202b9e6c41a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,286,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"# Days Contract Dispute Resolution Time, By Vendor",539bcd16309111e880d4000d3a02ed0d,5.4.2.13,1271,,1271,0.0,0,0,2015-06-15T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,,202b9e6d41a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,287.1,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Vendor Business Case Benefits Deviation,539bcdd3309111e880d4000d3a02ed0d,5.4.2.14.1,2330,,2330,0.0,0,0,2016-05-01T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:52,Supplier/Vendor Management,,,202b9e6e41a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,287.2,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Vendor Business Case Benefits,539bcdd3309111e880d4000d3a02ed0d,5.4.2.14.2,2331,,2331,0.0,0,0,2016-05-01T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:53,Supplier/Vendor Management,,,202b9e7041a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,287,2018-04-16T18:51:19,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Vendor Business Case Benefits Deviation,539bcdd3309111e880d4000d3a02ed0d,5.4.2.14,1272,,1272,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,[Vendor],202b9e7241a711e880d5000d3a02ed0d,$ Vendor Business Case Benefits Deviation / $ Vendor Business Case Benefits,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,288,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,Vendor Satisfaction Rating,539bcd16309111e880d4000d3a02ed0d,5.4.2.15,1273,,1273,0.0,0,0,2015-06-15T00:00:00,0,,"Product, Vendor and Supplier Management",2021-07-28T20:46:06,Supplier/Vendor Management,,,202b9e7341a711e880d5000d3a02ed0d,,Vendor Reports (one report per vendor),DFREED,DFREED,DFREED
,1899-12-30T00:00:00,289.1,2018-04-16T18:51:19,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Sales Cost,539bcdd3309111e880d4000d3a02ed0d,6.2.1.1.1,1925,,1925,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,202b9e7441a711e880d5000d3a02ed0d,,Cost of Sales Process,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,289,2018-04-16T18:51:19,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"% Sales Cost, Of Revenue",539bcdd3309111e880d4000d3a02ed0d,6.2.1.1,1274,,1274,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:06,Sales Metrics,,[Sales_Management],202b9e7741a711e880d5000d3a02ed0d,$ Sales Cost / $ Revenue,Cost of Sales Process,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,290.1,2018-04-16T18:51:20,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# FTE In Sales,539bcdd3309111e880d4000d3a02ed0d,6.2.1.2.1,1927,,1927,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,202b9e7841a711e880d5000d3a02ed0d,,Cost of Sales Process,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,290,2018-04-16T18:51:20,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% FTE In Sales Management,539bcdd3309111e880d4000d3a02ed0d,6.2.1.2,1275,,1275,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:06,Sales Metrics,,[Sales_Management],202b9e7b41a711e880d5000d3a02ed0d,# FTE In Sales / # FTE,Cost of Sales Process,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,291.1,2018-04-16T18:51:20,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From Direct Sales,539bcdd3309111e880d4000d3a02ed0d,6.2.2.1.1,1929,,1929,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,202b9e7c41a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,291,2018-04-16T18:51:20,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Revenue From Direct Sales,539bcdd3309111e880d4000d3a02ed0d,6.2.2.1,1276,,1276,0.0,0,0,2015-06-15T00:00:00,0,Best practice or industry standard for this metric can vary considerably depending upon the mix of direct versus indirect sales people.,Sales and Marketing Analytics,2021-07-28T20:46:06,Sales Metrics,,,202b9e7f41a711e880d5000d3a02ed0d,$ Revenue From Direct Sales / $ Revenue,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,292.1,2018-04-16T18:51:20,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Subscribers Who Cancel Or Don’t Renew At The End Of Their Initial Contract,539bcdd3309111e880d4000d3a02ed0d,6.2.2.2.1,1931,,1931,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,202b9e8041a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,292,2018-04-16T18:51:20,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Subscribers Who Cancel Or Don’t Renew At The End Of Their Initial Contract,539bcdd3309111e880d4000d3a02ed0d,6.2.2.2,1277,,1277,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:06,Sales Metrics,,[Subscriber],202b9e8341a711e880d5000d3a02ed0d,# Subscribers Who Cancel Or Don’t Renew At The End Of Their Initial Contract / # Subscribers,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,293.1,2018-04-16T18:51:20,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From New Subscribers,539bcdd3309111e880d4000d3a02ed0d,6.2.2.3.1,1933,,1933,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,202b9e8441a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,293,2018-04-16T18:51:20,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Revenue From New Subscribers,539bcdd3309111e880d4000d3a02ed0d,6.2.2.3,1278,,1278,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:06,Sales Metrics,,[Subscriber],202b9e8741a711e880d5000d3a02ed0d,$ Revenue From New Subscribers / $ Revenue,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,294.1,2018-04-16T18:51:20,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From Upgrades,539bcdd3309111e880d4000d3a02ed0d,6.2.2.4.1,1935,,1935,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf72941a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,294,2018-04-16T18:51:20,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Revenue From Upgrades,539bcdd3309111e880d4000d3a02ed0d,6.2.2.4,1279,,1279,0.0,0,0,2015-06-15T00:00:00,0,This is a breakout showing the percentage of revenue that came from product and service upgrades. For CSPs with predominantly post-paid contracts this can be both product and contract upgrades. For providers with mostly prepaid subscribers this measure is usually just revenue from product upgrades since top-up frequency and average top-up amount tend to measure the revenue from service usage for these providers. This metric is also called the upgrade rate.,Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,,262cf72c41a711e880d5000d3a02ed0d,$ Revenue From Upgrades / $ Revenue,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,295.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From Accessories And Additional Services,539bcdd3309111e880d4000d3a02ed0d,6.2.2.5.1,1937,,1937,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf72d41a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,295,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Revenue From Accessories And Additional Services,539bcdd3309111e880d4000d3a02ed0d,6.2.2.5,1280,,1280,0.0,0,0,2015-06-15T00:00:00,0,"This is a breakout showing the percentage of revenue that came from sales of product accessories and additional services such as extended warranties, etc. This is a breakout of revenue from sources other than device sales and usage (or access) fees.",Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,,262cf73041a711e880d5000d3a02ed0d,$ Revenue From Accessories And Additional Services / $ Revenue,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,296.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Cost of Goods Sold (COGS),539bcdd3309111e880d4000d3a02ed0d,6.2.2.6.1,1939,,1939,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf73141a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,296,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"% Cost of Goods Sold (COGS), Of Revenue",539bcdd3309111e880d4000d3a02ed0d,6.2.2.6,1281,,1281,0.0,0,0,2015-06-15T00:00:00,0,This is a standard measure for any business.,Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,,262cf73441a711e880d5000d3a02ed0d,$ Cost of Goods Sold (COGS) / $ Revenue,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,297.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Sales Orders Utilizing Discounts,539bcdd3309111e880d4000d3a02ed0d,6.2.2.7.1,1941,,1941,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf73541a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,297.2,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Sales Orders,539bcdd3309111e880d4000d3a02ed0d,6.2.2.7.2,1942,,1942,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf73741a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,297,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Customer Orders Utilizing Discounts,539bcdd3309111e880d4000d3a02ed0d,6.2.2.7,1282,,1282,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,[Customer_Order],262cf73941a711e880d5000d3a02ed0d,# Sales Orders Utilizing Discounts / # Sales Orders,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,298.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Sales Orders Not Fulfilled,539bcdd3309111e880d4000d3a02ed0d,6.2.2.8.1,1943,,1943,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf73a41a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,298,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Customer Orders Not Fulfilled,539bcdd3309111e880d4000d3a02ed0d,6.2.2.8,1283,,1283,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,[Customer_Order],262cf73d41a711e880d5000d3a02ed0d,# Sales Orders Not Fulfilled / # Sales Orders,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,299.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Customers With Multiple Services From Same Provider,539bcdd3309111e880d4000d3a02ed0d,6.2.2.9.1,1945,,1945,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Sales Metrics,,,262cf73e41a711e880d5000d3a02ed0d,,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,299,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Customers With Multiple Services From Same Service Provider,539bcdd3309111e880d4000d3a02ed0d,6.2.2.9,1284,,1284,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,[Service_Provider],262cf74141a711e880d5000d3a02ed0d,# Customers With Multiple Services From Same Provider / # Customers,Revenue Generated From Sales activities,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,300,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From Partners,539bcdd3309111e880d4000d3a02ed0d,6.2.3.1,1285,,1285,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,,262cf74241a711e880d5000d3a02ed0d,,Indirect revenue (channels) as a percentage of total revenue,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,301,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From Retailers,539bcdd3309111e880d4000d3a02ed0d,6.2.3.2,1286,,1286,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,,262cf74341a711e880d5000d3a02ed0d,,Indirect revenue (channels) as a percentage of total revenue,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,302,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue From Dealers,539bcdd3309111e880d4000d3a02ed0d,6.2.3.3,1287,,1287,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:07,Sales Metrics,,,262cf74441a711e880d5000d3a02ed0d,,Indirect revenue (channels) as a percentage of total revenue,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,303,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Stores,539bcdd3309111e880d4000d3a02ed0d,6.3.1.1,1288,,1288,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:07,Store Front Metrics,,,262cf74541a711e880d5000d3a02ed0d,,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,304,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue Per Store,539bcdd3309111e880d4000d3a02ed0d,6.3.1.2,1289,,1289,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Store Front Metrics,,[Store],262cf74841a711e880d5000d3a02ed0d,$ Revenue / # Stores,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,305.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"# Customer Service Staff, Per Store",539bcdd3309111e880d4000d3a02ed0d,6.3.1.3.1,1953,,1953,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Store Front Metrics,,,262cf74941a711e880d5000d3a02ed0d,,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,305.2,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"# Sales Staff, Per Store",539bcdd3309111e880d4000d3a02ed0d,6.3.1.3.2,1954,,1954,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:41,Store Front Metrics,,,262cf74b41a711e880d5000d3a02ed0d,,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,305,2018-04-16T18:51:21,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"% Customer Service Staff, Of Sales Staff, Per Store",539bcdd3309111e880d4000d3a02ed0d,6.3.1.3,1290,,1290,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Store Front Metrics,,[Store],262cf74d41a711e880d5000d3a02ed0d,"# Customer Service Staff, Per Store / # Sales Staff, Per Store",Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,306.1,2018-04-16T18:51:21,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Customer Service Issues Resolved,539bcdd3309111e880d4000d3a02ed0d,6.3.1.4.1,1955,,1955,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf74e41a711e880d5000d3a02ed0d,,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,306.2,2018-04-16T18:51:22,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Customer Service Issues,539bcdd3309111e880d4000d3a02ed0d,6.3.1.4.2,1956,,1956,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf75041a711e880d5000d3a02ed0d,,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,306,2018-04-16T18:51:22,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,% Customer Service Issues Resolved,539bcdd3309111e880d4000d3a02ed0d,6.3.1.4,1291,,1291,0.0,0,0,2015-06-15T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:07,Store Front Metrics,,,262cf75241a711e880d5000d3a02ed0d,# Customer Service Issues Resolved / # Customer Service Issues,Physical Stores,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,310.1,2018-04-16T18:51:22,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ Revenue For New Subscribers Acquired in Store,539bcdd3309111e880d4000d3a02ed0d,6.3.2.4.1,1957,,1957,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf75341a711e880d5000d3a02ed0d,,For each store,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,310.2,2018-04-16T18:51:22,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# New Subscribers Acquired in Store,539bcdd3309111e880d4000d3a02ed0d,6.3.2.4.2,1958,,1958,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf75541a711e880d5000d3a02ed0d,,For each store,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,310,2018-04-16T18:51:22,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,$ ARPU For New Subscribers Acquired In Store,539bcdd3309111e880d4000d3a02ed0d,6.3.2.4,1295,,1295,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Store Front Metrics,,"[Store], [Subscriber]",262cf75741a711e880d5000d3a02ed0d,$ Revenue For New Subscribers Acquired in Store / # New Subscribers Acquired in Store,For each store,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,311.1,2018-04-16T18:51:22,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"# Orders In Store, Completed In Store",539bcdd3309111e880d4000d3a02ed0d,6.3.2.5.1,1959,,1959,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf75841a711e880d5000d3a02ed0d,,For each store,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,311.2,2018-04-16T18:51:22,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,# Orders In Store,539bcdd3309111e880d4000d3a02ed0d,6.3.2.5.2,1960,,1960,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf75a41a711e880d5000d3a02ed0d,,For each store,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,311,2018-04-16T18:51:22,94e8407f31e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"% Customer Orders In Store, Completed In Store",539bcdd3309111e880d4000d3a02ed0d,6.3.2.5,1296,,1296,0.0,0,0,2015-06-15T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Sales and Marketing Analytics,2021-07-28T20:46:07,Store Front Metrics,,"[Customer_Order], [Store]",262cf75c41a711e880d5000d3a02ed0d,"# Orders In Store, Completed In Store / # Orders In Store",For each store,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,313.1,2018-04-16T18:51:22,94e8408331e511e880d4000d3a02ed0d,539bcd14309111e880d4000d3a02ed0d,0.0,"$ Revenue, For Online Channel",539bcdd3309111e880d4000d3a02ed0d,6.3.3.1.1,1961,,1961,0.0,0,0,2016-03-28T00:00:00,0,,Sales and Marketing Analytics,2021-07-28T20:46:42,Store Front Metrics,,,262cf75d41a711e880d5000d3a02ed0d,,Online Store (also called Self-service Portal),DFREED,DFREED,DFREED
